,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag
46,873,21044,21427,97.48,99.38,97.03,102.23000000000005,1658.6999999999925,0.019491177677472216,2016-03-22 09:36:00,2016-03-22 16:00:00,0 days 06:24:00,
47,-530,22209,22590,97.46,96.63,98.2,89.10999999999997,439.89999999999907,0.008516314385388912,2016-03-28 09:36:00,2016-03-28 16:00:00,0 days 06:24:00,
48,1155,23373,23374,103.03,102.6796,,107.40400000000011,-404.71200000000874,-0.003400951179268197,2016-03-31 09:36:00,2016-03-31 09:37:00,0 days 00:01:00,
49,599,24916,25299,102.49,106.59,101.9,107.81000000000002,2455.900000000005,0.040003902819787385,2016-04-06 09:36:00,2016-04-06 16:00:00,0 days 06:24:00,
50,907,25305,25317,104.87,104.45,,110.07999999999996,-380.94000000000153,-0.0040049585200724325,2016-04-07 09:36:00,2016-04-07 09:48:00,0 days 00:12:00,
51,-1016,25694,25717,103.52,103.94,,98.36100000000008,-426.72000000000173,-0.00405718701700164,2016-04-08 09:36:00,2016-04-08 09:59:00,0 days 00:23:00,
52,-509,26084,26103,102.8,103.55,,94.50000000000001,-381.75,-0.007295719844357951,2016-04-11 09:36:00,2016-04-11 09:55:00,0 days 00:19:00,
53,-402,26473,26489,100.19,101.14,,92.29999999999994,-381.9000000000011,-0.009481984229963158,2016-04-12 09:36:00,2016-04-12 09:52:00,0 days 00:16:00,
54,-1011,26863,26863,105.17,105.56,,100.58999999999992,-394.2900000000006,-0.003708281829418958,2016-04-13 09:36:00,2016-04-13 09:36:00,0 days 00:00:00,
55,1233,28009,28383,105.4101,107.9,105.16,109.46000000000005,3070.046700000007,0.02362107615873632,2016-04-18 09:36:00,2016-04-18 16:00:00,0 days 06:24:00,
56,-288,28389,28771,107.62,105.66,109.0,95.57000000000006,564.4800000000023,0.01821222821036994,2016-04-19 09:36:00,2016-04-19 16:00:00,0 days 06:24:00,
57,-699,28777,28794,105.5,106.2,,98.31999999999996,-489.300000000002,-0.006635071090047351,2016-04-20 09:36:00,2016-04-20 09:53:00,0 days 00:17:00,
58,306,29544,29581,103.14,101.79,,112.77999999999989,-413.09999999999826,-0.01308900523560208,2016-04-22 09:36:00,2016-04-22 10:13:00,0 days 00:37:00,
59,658,29933,29977,100.99,100.31,,105.13200000000002,-447.43999999999517,-0.006733339934646976,2016-04-25 09:36:00,2016-04-25 10:20:00,0 days 00:44:00,
60,-653,30311,30321,101.44,101.99,,95.92510000000006,-359.14999999999816,-0.005421924290220703,2016-04-26 09:36:00,2016-04-26 09:46:00,0 days 00:10:00,
61,398,30692,30709,97.734,96.76,,106.82519999999992,-387.65199999999584,-0.00996582560828363,2016-04-27 09:36:00,2016-04-27 09:53:00,0 days 00:17:00,
62,-835,31081,31083,97.51,98.0,,92.34000000000005,-409.1499999999957,-0.005025125628140614,2016-04-28 09:36:00,2016-04-28 09:38:00,0 days 00:02:00,
63,655,31471,31481,94.08,93.49,,102.21400000000006,-386.4500000000022,-0.006271258503401378,2016-04-29 09:36:00,2016-04-29 09:46:00,0 days 00:10:00,
64,-529,31861,31868,92.44,93.21,,83.14990000000012,-407.3299999999979,-0.008329727390739894,2016-05-02 09:36:00,2016-05-02 09:43:00,0 days 00:07:00,
65,619,32245,32257,93.53,92.9,,99.99999999999991,-389.9699999999972,-0.0067358066930396365,2016-05-03 09:36:00,2016-05-03 09:48:00,0 days 00:12:00,
66,931,32634,32636,91.23,90.75,,96.873,-446.8800000000037,-0.005261427162117749,2016-05-04 09:36:00,2016-05-04 09:38:00,0 days 00:02:00,
67,-1100,33021,33058,91.451,91.82,,87.27400000000002,-405.89999999999975,-0.0040349476768979375,2016-05-05 09:36:00,2016-05-05 10:13:00,0 days 00:37:00,
68,797,33405,33472,89.7,89.2,,96.44999999999993,-398.5,-0.005574136008918651,2016-05-06 09:36:00,2016-05-06 10:43:00,0 days 01:07:00,
69,541,33794,34164,92.5725,92.63,91.92,98.27559999999993,31.107499999994772,0.0006211347862485894,2016-05-09 09:36:00,2016-05-09 16:00:00,0 days 06:24:00,
70,934,34937,34939,94.8,94.44,,99.72000000000008,-336.23999999999944,-0.0037974683544304,2016-05-12 09:36:00,2016-05-12 09:38:00,0 days 00:02:00,
71,675,35323,35391,92.91,92.41,,101.33000000000004,-337.5,-0.005381552039608217,2016-05-13 09:36:00,2016-05-13 10:44:00,0 days 01:08:00,
72,790,35707,36083,92.35,95.27,91.85,97.09000000000005,2306.8000000000015,0.03161884136437476,2016-05-16 09:36:00,2016-05-16 16:00:00,0 days 06:24:00,
73,603,36089,36091,95.5,94.8452,,103.70799999999996,-394.84439999999665,-0.006856544502617745,2016-05-17 09:36:00,2016-05-17 09:38:00,0 days 00:02:00,
74,1127,36473,36765,91.18,90.95,,96.47519999999996,-259.21000000000447,-0.002522483000658049,2016-05-18 09:36:00,2016-05-18 14:30:00,0 days 04:54:00,
75,743,36861,36877,91.4599,91.1608,,98.44200000000009,-222.23130000000737,-0.003270285666177264,2016-05-19 09:36:00,2016-05-19 09:52:00,0 days 00:16:00,
76,695,37248,37627,92.529,94.11,91.99,98.51000000000009,1098.7950000000021,0.01708653503226021,2016-05-20 09:36:00,2016-05-20 16:00:00,0 days 06:24:00,
77,580,37633,37956,94.67,94.06,,100.40099999999993,-353.79999999999967,-0.006443435090313754,2016-05-23 09:36:00,2016-05-23 15:12:00,0 days 05:36:00,
78,768,38010,38349,95.63,99.54,95.16,99.54,3002.8800000000083,0.040886751019554746,2016-05-24 09:36:00,2016-05-24 15:24:00,0 days 05:48:00,
79,1077,38780,38782,101.8668,101.49,,108.76000000000012,-405.81360000000313,-0.003698948038026173,2016-05-26 09:36:00,2016-05-26 09:38:00,0 days 00:02:00,
80,-1034,40661,41037,104.36,103.62,104.721,99.13,765.1599999999947,0.007090839402069671,2016-06-03 09:36:00,2016-06-03 16:00:00,0 days 06:24:00,
81,-1296,42172,42174,103.2699,103.51,,99.69999999999992,-311.1695999999977,-0.002324975622131964,2016-06-09 09:36:00,2016-06-09 09:38:00,0 days 00:02:00,
82,1245,42556,42558,101.3701,101.0801,,105.899,-361.04999999999006,-0.002860804122714611,2016-06-10 09:36:00,2016-06-10 09:38:00,0 days 00:02:00,
83,680,42941,42946,99.3199,98.75,,105.92999999999996,-387.53200000000277,-0.005738024303286737,2016-06-13 09:36:00,2016-06-13 09:41:00,0 days 00:05:00,
84,361,43325,43375,98.23,97.18,,108.26,-379.049999999999,-0.010689198819098022,2016-06-14 09:36:00,2016-06-14 10:26:00,0 days 00:50:00,
85,-824,43709,43715,98.28,98.749,,93.46799999999999,-386.45599999999513,-0.004772079772079607,2016-06-15 09:36:00,2016-06-15 09:42:00,0 days 00:06:00,
86,-1093,44080,44250,95.5,95.8851,,92.22000000000001,-420.91429999999366,-0.004032460732984244,2016-06-16 09:36:00,2016-06-16 12:26:00,0 days 02:50:00,
87,-417,44470,44852,96.5,94.67,97.45,84.24479999999996,763.1099999999993,0.018963730569948156,2016-06-17 09:36:00,2016-06-17 16:00:00,0 days 06:24:00,
88,857,45237,45285,96.96,96.52,,102.76999999999998,-377.07999999999805,-0.004537953795379468,2016-06-21 09:36:00,2016-06-21 10:24:00,0 days 00:48:00,
89,-693,45993,46043,98.272,98.798,,93.3679,-364.5179999999974,-0.005352491045262031,2016-06-23 09:36:00,2016-06-23 10:26:00,0 days 00:50:00,
90,223,46373,46661,90.79,89.1,,105.59000000000005,-376.8700000000027,-0.018614384844146015,2016-06-24 09:36:00,2016-06-24 14:24:00,0 days 04:48:00,
91,-1054,46763,47147,85.976,83.11,86.39,77.7601,3020.7639999999997,0.033334884153717326,2016-06-27 09:36:00,2016-06-27 16:00:00,0 days 06:24:00,
92,878,47153,47537,86.0233,88.4,85.59,90.25000000000001,2086.7425999999996,0.027628561099144022,2016-06-28 09:36:00,2016-06-28 16:00:00,0 days 06:24:00,
93,653,47543,47926,90.98,93.075,90.34,96.5889,1368.0349999999992,0.02302703890965052,2016-06-29 09:36:00,2016-06-29 16:00:00,0 days 06:24:00,
94,1153,47932,47937,93.65,93.25,,99.92999999999995,-461.2000000000065,-0.004271222637480032,2016-06-30 09:36:00,2016-06-30 09:41:00,0 days 00:05:00,
95,903,48322,48703,96.56,97.93,96.04,99.51999999999997,1237.1100000000042,0.014188069594034847,2016-07-01 09:36:00,2016-07-01 16:00:00,0 days 06:24:00,
96,-1173,48709,49091,96.12,95.9101,96.56,92.88010000000001,246.21270000000544,0.002183728672492724,2016-07-05 09:36:00,2016-07-05 16:00:00,0 days 06:24:00,
97,-533,49097,49118,94.16,94.98,,87.24000000000002,-437.0600000000039,-0.008708581138487714,2016-07-06 09:36:00,2016-07-06 09:57:00,0 days 00:21:00,
98,943,49486,49575,99.01,98.53,,104.60000000000002,-452.64000000000374,-0.004847995152004847,2016-07-07 09:36:00,2016-07-07 11:05:00,0 days 01:29:00,
99,-797,49874,49875,100.3,100.85,,95.3,-438.34999999999775,-0.0054835493519440615,2016-07-08 09:36:00,2016-07-08 09:37:00,0 days 00:01:00,
100,586,50257,50636,105.5,105.58,104.76,111.72799999999998,46.879999999999,0.0007582938388626115,2016-07-11 09:36:00,2016-07-11 16:00:00,0 days 06:24:00,
101,1318,50642,50675,107.56,107.23,,112.05950000000003,-434.9399999999978,-0.0030680550390479455,2016-07-12 09:36:00,2016-07-12 10:09:00,0 days 00:33:00,
102,-551,51028,51096,107.2,107.99,,97.42090000000005,-435.28999999999564,-0.007369402985074602,2016-07-13 09:36:00,2016-07-13 10:44:00,0 days 01:08:00,
103,927,52563,52574,109.45,108.98,,113.13849999999991,-435.6899999999989,-0.004294198264047533,2016-07-19 09:36:00,2016-07-19 09:47:00,0 days 00:11:00,
104,-1026,52928,52934,110.33,110.75,,106.31700000000004,-430.9200000000018,-0.00380676153358106,2016-07-20 09:36:00,2016-07-20 09:42:00,0 days 00:06:00,
105,-570,53685,53711,111.6689,112.31,,105.05799999999992,-365.4270000000049,-0.0057410792082666084,2016-07-22 09:36:00,2016-07-22 10:02:00,0 days 00:26:00,
106,-1114,54821,54842,116.26,116.64,,112.17000000000003,-423.31999999999493,-0.003268536039910508,2016-07-27 09:36:00,2016-07-27 09:57:00,0 days 00:21:00,
107,1200,55592,55592,118.32,118.0,,124.03999999999994,-383.9999999999918,-0.0027045300878971723,2016-07-29 09:36:00,2016-07-29 09:36:00,0 days 00:00:00,
108,-985,55973,55984,118.15,118.5,,114.59000000000006,-344.74999999999443,-0.0029623360135420107,2016-08-01 09:36:00,2016-08-01 09:47:00,0 days 00:11:00,
109,548,57493,57866,121.48,122.71,120.7501,126.57900000000002,674.0399999999944,0.010125123477115583,2016-08-05 09:36:00,2016-08-05 16:00:00,0 days 06:24:00,
110,658,58252,58616,123.02,123.08,122.4,128.51839999999999,39.480000000001496,0.0004877255730775243,2016-08-09 09:36:00,2016-08-09 16:00:00,0 days 06:24:00,
111,616,59004,59037,124.07,123.4,,129.36,-412.7199999999923,-0.005400177319255128,2016-08-11 09:36:00,2016-08-11 10:09:00,0 days 00:33:00,
112,629,59374,59727,123.4,123.97,122.74,129.6800000000001,358.5299999999957,0.004619124797406782,2016-08-12 09:36:00,2016-08-12 16:00:00,0 days 06:24:00,
113,1042,59733,60086,124.76,125.65,124.38,128.769,927.3800000000006,0.0071336966976596194,2016-08-15 09:36:00,2016-08-15 16:00:00,0 days 06:24:00,
114,-848,60092,60454,124.4614,123.52,125.0,119.91010000000006,798.3072000000013,0.007563790862066488,2016-08-16 09:36:00,2016-08-16 16:00:00,0 days 06:24:00,
115,-798,60460,60701,123.1632,123.77,,115.64000000000009,-484.22639999999416,-0.004926796315782633,2016-08-17 09:36:00,2016-08-17 13:41:00,0 days 04:05:00,
116,950,60844,60849,124.358,123.83,,130.37,-501.6000000000055,-0.004245806461988799,2016-08-18 09:36:00,2016-08-18 09:41:00,0 days 00:05:00,
117,-900,61212,61260,123.2625,123.74,,117.28110000000005,-429.74999999999284,-0.00387384646587563,2016-08-19 09:36:00,2016-08-19 10:24:00,0 days 00:48:00,
118,-904,61587,61596,123.03,123.64,,118.78830000000002,-551.4399999999995,-0.004958140290985957,2016-08-22 09:36:00,2016-08-22 09:45:00,0 days 00:09:00,
119,895,62301,62317,125.1,124.65,,130.08599999999996,-402.7499999999898,-0.00359712230215814,2016-08-24 09:36:00,2016-08-24 09:52:00,0 days 00:16:00,
120,-905,62665,62667,121.35,121.91,,118.0400000000001,-506.80000000000206,-0.004614750721054772,2016-08-25 09:36:00,2016-08-25 09:38:00,0 days 00:02:00,
121,599,63042,63067,122.81,122.12,,130.47659999999996,-413.30999999999864,-0.005618434980864784,2016-08-26 09:36:00,2016-08-26 10:01:00,0 days 00:25:00,
122,390,63773,63806,123.46,122.4,,131.27619999999993,-413.3999999999953,-0.008585776769803877,2016-08-30 09:36:00,2016-08-30 10:09:00,0 days 00:33:00,
123,-981,64150,64170,121.12,121.652,,114.93999999999996,-521.8919999999965,-0.004392338177014565,2016-08-31 09:36:00,2016-08-31 09:56:00,0 days 00:20:00,
124,702,64532,64557,122.22,121.62,,128.75999999999996,-421.199999999996,-0.004909180166912108,2016-09-01 09:36:00,2016-09-01 10:01:00,0 days 00:25:00,
125,-1013,64912,64912,124.14,124.45,,120.17999999999999,-314.0300000000023,-0.0024971806025455567,2016-09-02 09:36:00,2016-09-02 09:36:00,0 days 00:00:00,
126,-675,65286,65286,123.6996,124.25,,118.49980000000004,-371.5199999999975,-0.004449488923165434,2016-09-06 09:36:00,2016-09-06 09:36:00,0 days 00:00:00,
127,-1019,66019,66382,124.72,124.0,125.07,116.93700000000007,733.6799999999988,0.0057729313662604476,2016-09-08 09:36:00,2016-09-08 16:00:00,0 days 06:24:00,
128,1075,66388,66409,121.03,120.6312,,126.86799999999992,-428.70999999999384,-0.003295050813847733,2016-09-09 09:36:00,2016-09-09 09:57:00,0 days 00:21:00,
129,214,66778,67160,114.27,120.68,112.55,130.5800000000001,1371.7400000000023,0.05609521309180021,2016-09-12 09:36:00,2016-09-12 16:00:00,0 days 06:24:00,
130,753,67166,67166,118.93,118.49,,126.10000000000008,-331.320000000009,-0.003699655259396417,2016-09-13 09:36:00,2016-09-13 09:36:00,0 days 00:00:00,
131,314,67551,67931,118.9511,118.9,117.69,128.10000000000002,-16.045399999997187,-0.0004295882930043238,2016-09-14 09:36:00,2016-09-14 16:00:00,0 days 06:24:00,
132,469,67937,68320,120.014,124.7199,119.1,132.01000000000008,2207.0670999999998,0.03921125868648656,2016-09-15 09:36:00,2016-09-15 16:00:00,0 days 06:24:00,
133,-530,68326,68676,123.98,124.7492,,113.79800000000002,-407.6759999999989,-0.006204226488143227,2016-09-16 09:36:00,2016-09-16 15:40:00,0 days 06:04:00,
134,780,69825,70199,129.49,130.28,128.96,134.86999999999992,616.1999999999938,0.006100857209050847,2016-09-22 09:36:00,2016-09-22 16:00:00,0 days 06:24:00,
135,-904,70587,70626,125.13,125.5472,,117.73199999999997,-377.14880000000744,-0.0033341325021978285,2016-09-26 09:36:00,2016-09-26 10:15:00,0 days 00:39:00,
136,611,70964,71320,124.55,128.1714,123.88,129.3718,2212.675400000005,0.029075873143316056,2016-09-27 09:36:00,2016-09-27 16:00:00,0 days 06:24:00,
137,627,72083,72102,127.71,126.94,,136.61200000000002,-482.7899999999975,-0.006029285099052539,2016-09-30 09:36:00,2016-09-30 09:55:00,0 days 00:19:00,
138,898,72838,72873,129.59,129.1653,,134.57699999999994,-381.38060000000127,-0.00327725904776599,2016-10-04 09:36:00,2016-10-04 10:11:00,0 days 00:35:00,
139,-700,73583,73714,128.13,128.75,,123.16,-434.0000000000032,-0.004838835557636756,2016-10-06 09:36:00,2016-10-06 11:49:00,0 days 02:13:00,
140,-385,73938,74312,128.61,128.21,129.59,118.22999999999999,154.0000000000022,0.0031101780576938687,2016-10-07 09:36:00,2016-10-07 16:00:00,0 days 06:24:00,
141,-631,74664,75048,129.3872,124.54,130.04,122.88999999999993,3058.5832000000005,0.037462747474247826,2016-10-11 09:36:00,2016-10-11 16:00:00,0 days 06:24:00,
142,-369,75054,75107,123.7714,124.9434,,113.31600000000009,-432.46799999999894,-0.009469069591197865,2016-10-12 09:36:00,2016-10-12 10:29:00,0 days 00:53:00,
143,-1148,76163,76213,123.2761,123.56,,119.67999999999992,-325.9172000000031,-0.002302960590090164,2016-10-17 09:36:00,2016-10-17 10:26:00,0 days 00:50:00,
144,-848,76518,76651,126.36,126.93,,120.61999999999988,-483.36000000000627,-0.004510921177588001,2016-10-18 09:36:00,2016-10-18 11:53:00,0 days 02:17:00,
145,1097,77212,77215,125.1686,124.8,,128.893,-404.3542000000008,-0.0029448280159720674,2016-10-20 09:36:00,2016-10-20 09:39:00,0 days 00:03:00,
146,-594,77557,77577,124.98,125.632,,115.9999999999999,-387.2880000000006,-0.0052168346935510534,2016-10-21 09:36:00,2016-10-21 09:56:00,0 days 00:20:00,
147,953,77908,77915,129.43,128.96,,134.1999999999999,-447.90999999999894,-0.00363130649772081,2016-10-24 09:36:00,2016-10-24 09:43:00,0 days 00:07:00,
148,-864,78261,78272,130.89,131.34,,126.26019999999991,-388.80000000001473,-0.003438001375200672,2016-10-25 09:36:00,2016-10-25 09:47:00,0 days 00:11:00,
149,-1162,78629,78634,127.1872,127.5234,,123.83600000000003,-390.6643999999895,-0.0026433477582648024,2016-10-26 09:36:00,2016-10-26 09:41:00,0 days 00:05:00,
150,-968,79010,79385,128.84,125.24,129.18,124.45999999999992,3484.8000000000084,0.027941633033219615,2016-10-27 09:36:00,2016-10-27 16:00:00,0 days 06:24:00,
151,-397,79391,79400,123.26,124.35,,113.0299999999999,-432.7299999999957,-0.008843095894856212,2016-10-28 09:36:00,2016-10-28 09:45:00,0 days 00:09:00,
152,-740,79762,80102,123.98,122.97,124.56,118.17000000000002,747.4000000000037,0.008146475237941653,2016-10-31 09:36:00,2016-10-31 16:00:00,0 days 06:24:00,
153,-1144,80108,80386,123.19,117.56180000000003,123.45,117.56180000000003,6438.660799999959,0.04568714993100065,2016-11-01 09:36:00,2016-11-01 14:15:00,0 days 04:39:00,
154,-1270,80497,80498,119.41,119.79,,113.68999999999993,-482.6000000000123,-0.003182313039109097,2016-11-02 09:36:00,2016-11-02 09:37:00,0 days 00:01:00,
155,565,80876,80891,117.42,116.45,,127.43999999999991,-548.0499999999994,-0.008260943621188899,2016-11-03 09:36:00,2016-11-03 09:51:00,0 days 00:15:00,
156,368,81256,81627,113.0782,112.5875,111.78,123.43,-180.5775999999962,-0.004339474805930665,2016-11-04 09:36:00,2016-11-04 16:00:00,0 days 06:24:00,
157,-972,81633,81638,117.57,118.05,,110.34000000000002,-466.56000000000387,-0.0040826741515693765,2016-11-07 09:36:00,2016-11-07 09:41:00,0 days 00:05:00,
158,-1447,82015,82020,119.78,120.13,,116.69079999999998,-506.44999999999175,-0.0029220237101352797,2016-11-08 09:36:00,2016-11-08 09:41:00,0 days 00:05:00,
159,203,82403,82786,120.45,124.196,118.07,164.06000000000012,760.437999999999,0.03110004151100032,2016-11-09 09:36:00,2016-11-09 16:00:00,0 days 06:24:00,
160,-587,82792,82799,125.62,126.29,,117.54999999999994,-393.290000000001,-0.0053335456137557635,2016-11-10 09:36:00,2016-11-10 09:43:00,0 days 00:07:00,
161,-326,83181,83188,116.0,117.549,,106.25999999999986,-504.97400000000215,-0.013353448275862156,2016-11-11 09:36:00,2016-11-11 09:43:00,0 days 00:07:00,
162,-333,83560,83941,117.64,114.97,118.94,99.59000000000007,889.1100000000006,0.022696361781706864,2016-11-14 09:36:00,2016-11-14 16:00:00,0 days 06:24:00,
163,1394,83947,84316,117.38,119.8801,117.03,124.8834,3485.1394000000046,0.021299199182143402,2016-11-15 09:36:00,2016-11-15 16:00:00,0 days 06:24:00,
164,627,84322,84690,118.8,121.89,117.95,126.09000000000005,1937.430000000002,0.02601010101010104,2016-11-16 09:36:00,2016-11-16 16:00:00,0 days 06:24:00,
