,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,ReturnPct,EntryTime,ExitTime,Duration,Tag
346,-985,174701,174707,129.2757,129.8068,,125.15199999999976,-523.1335000000091,-0.004108274022109448,2017-10-31 09:36:00,2017-10-31 09:42:00,0 days 00:06:00,
347,-803,175472,175486,128.75,129.43,,123.43959999999979,-546.0400000000054,-0.0052815533980583584,2017-11-02 09:36:00,2017-11-02 09:50:00,0 days 00:14:00,
348,-757,175859,176001,130.32,130.87,,121.25099999999995,-416.3500000000086,-0.00422038060159613,2017-11-03 09:36:00,2017-11-03 11:58:00,0 days 02:22:00,
349,505,176248,176626,133.26,134.13,132.33,141.14999999999992,439.3500000000023,0.006528590724898642,2017-11-06 09:36:00,2017-11-06 16:00:00,0 days 06:24:00,
350,852,176632,176662,134.35,133.73,,141.8800000000002,-528.2400000000039,-0.00461481205805736,2017-11-07 09:36:00,2017-11-07 10:06:00,0 days 00:30:00,
351,1131,177019,177034,134.22,133.9,,141.20999999999998,-361.9199999999923,-0.002384145432871354,2017-11-08 09:36:00,2017-11-08 09:51:00,0 days 00:15:00,
352,981,178167,178546,132.71,134.05,132.231,138.28999999999996,1314.5400000000034,0.010097204430713713,2017-11-13 09:36:00,2017-11-13 16:00:00,0 days 06:24:00,
353,-775,178938,178998,130.54,131.12,,123.50999999999982,-449.50000000000966,-0.0044430825800521045,2017-11-15 09:36:00,2017-11-15 10:36:00,0 days 01:00:00,
354,547,179315,179698,133.71,135.88,132.8442,141.25799999999992,1186.9899999999932,0.01622915264378122,2017-11-16 09:36:00,2017-11-16 16:00:00,0 days 06:24:00,
355,1413,180082,180101,134.47,134.12,,138.46000000000006,-494.549999999992,-0.0026028110359187506,2017-11-20 09:36:00,2017-11-20 09:55:00,0 days 00:19:00,
356,951,180465,180841,136.12,138.09,135.63,139.92979999999994,1873.469999999999,0.0144725242433148,2017-11-21 09:36:00,2017-11-21 16:00:00,0 days 06:24:00,
357,932,180847,180848,138.9,138.42,,142.45030000000023,-447.36000000001695,-0.003455723542116762,2017-11-22 09:36:00,2017-11-22 09:37:00,0 days 00:01:00,
358,-457,182198,182582,139.65,134.03,140.68,130.00999999999993,2568.340000000002,0.04024346580737559,2017-11-29 09:36:00,2017-11-29 16:00:00,0 days 06:24:00,
359,505,182588,182590,135.99,134.9501,,141.7690000000001,-525.1495000000086,-0.007646885800426606,2017-11-30 09:36:00,2017-11-30 09:38:00,0 days 00:02:00,
360,311,182978,183076,136.03,134.37,,155.10989999999995,-516.259999999999,-0.012203190472689807,2017-12-01 09:36:00,2017-12-01 11:14:00,0 days 01:38:00,
361,-510,183367,183751,137.28,130.92,138.23,128.54000000000025,3243.6000000000067,0.04632867132867147,2017-12-04 09:36:00,2017-12-04 16:00:00,0 days 06:24:00,
362,237,183757,184141,131.26,130.96,128.95,151.2106,-71.09999999999596,-0.0022855401493218075,2017-12-05 09:36:00,2017-12-05 16:00:00,0 days 06:24:00,
363,365,184147,184527,130.29,132.48,128.86,139.72849999999997,799.3499999999992,0.016808657609947097,2017-12-06 09:36:00,2017-12-06 16:00:00,0 days 06:24:00,
364,716,184533,184914,132.88,133.88,132.09,144.65000000000006,716.0,0.00752558699578576,2017-12-07 09:36:00,2017-12-07 16:00:00,0 days 06:24:00,
365,777,184920,184925,137.46,136.7,,146.51000000000025,-590.520000000015,-0.005528881129055918,2017-12-08 09:36:00,2017-12-08 09:41:00,0 days 00:05:00,
366,658,185308,185690,136.679,138.64,135.75,147.27999999999994,1290.3379999999897,0.014347485714703678,2017-12-11 09:36:00,2017-12-11 16:00:00,0 days 06:24:00,
367,-1035,185696,185721,138.13,138.65,,132.6099999999999,-538.2000000000106,-0.0037645696083401514,2017-12-12 09:36:00,2017-12-12 10:01:00,0 days 00:25:00,
368,865,186083,186094,140.23,139.56,,145.65299999999996,-579.5499999999892,-0.004777864936176157,2017-12-13 09:36:00,2017-12-13 09:47:00,0 days 00:11:00,
369,944,186471,186473,140.0,139.31,,143.68999999999994,-651.3599999999979,-0.004928571428571393,2017-12-14 09:36:00,2017-12-14 09:38:00,0 days 00:02:00,
370,-1151,186856,186892,139.97,140.39,,133.72000000000023,-483.41999999998563,-0.003000642994927416,2017-12-15 09:36:00,2017-12-15 10:12:00,0 days 00:36:00,
371,-1217,187246,187252,145.95,146.38,,138.5392999999999,-523.3100000000084,-0.0029462144570058246,2017-12-18 09:36:00,2017-12-18 09:42:00,0 days 00:06:00,
372,-965,187630,188007,145.98,144.44,146.55,139.49999999999994,1486.0999999999924,0.010549390327442065,2017-12-19 09:36:00,2017-12-19 16:00:00,0 days 06:24:00,
373,1187,188399,188405,144.79,144.26,,150.61980000000003,-629.1100000000014,-0.0036604737896264172,2017-12-21 09:36:00,2017-12-21 09:42:00,0 days 00:06:00,
374,-994,189149,189331,140.69,141.28,,133.0369999999999,-586.4600000000034,-0.0041936171725069915,2017-12-26 09:36:00,2017-12-26 12:42:00,0 days 03:06:00,
375,-785,190251,190629,141.25,138.88,141.92,134.84000000000015,1860.4500000000035,0.01677876106194698,2017-12-29 09:36:00,2017-12-29 16:00:00,0 days 06:24:00,
376,-594,190635,190638,140.2299,141.07,,130.9680000000002,-499.019400000004,-0.00599087641080831,2018-01-02 09:36:00,2018-01-02 09:39:00,0 days 00:03:00,
377,651,191025,191407,147.29,150.18,146.41,154.8499999999999,1881.3900000000096,0.019621155543485758,2018-01-03 09:36:00,2018-01-03 16:00:00,0 days 06:24:00,
378,906,191413,191418,152.01,151.4252,,161.59800000000007,-529.8288000000011,-0.003847115321360395,2018-01-04 09:36:00,2018-01-04 09:41:00,0 days 00:05:00,
379,-684,191802,191846,152.65,153.5,,145.27999999999992,-581.3999999999961,-0.005568293481821085,2018-01-05 09:36:00,2018-01-05 10:20:00,0 days 00:44:00,
380,895,192187,192567,156.0,157.35,155.38,162.8009000000001,1208.249999999995,0.008653846153846123,2018-01-08 09:36:00,2018-01-08 16:00:00,0 days 06:24:00,
381,556,192956,192972,155.57,154.53,,168.7489999999999,-578.2399999999956,-0.0066850935270296175,2018-01-10 09:36:00,2018-01-10 09:52:00,0 days 00:16:00,
382,572,193724,194106,159.47,162.66,158.42,165.80000000000015,1824.6799999999987,0.02000376246315927,2018-01-12 09:36:00,2018-01-12 16:00:00,0 days 06:24:00,
383,504,194112,194174,167.18,166.05,,178.09999999999974,-569.5199999999977,-0.006759181720301433,2018-01-16 09:36:00,2018-01-16 10:38:00,0 days 01:02:00,
384,-503,194502,194598,162.56,163.74,,154.19999999999996,-593.5400000000034,-0.007258858267716661,2018-01-17 09:36:00,2018-01-17 11:12:00,0 days 01:36:00,
385,-775,194891,194892,165.77,166.5,,157.7673999999999,-565.749999999992,-0.004403691862218784,2018-01-18 09:36:00,2018-01-18 09:37:00,0 days 00:01:00,
386,-1004,195278,195281,168.16,168.66,,160.29999999999998,-502.0,-0.0029733587059943556,2018-01-19 09:36:00,2018-01-19 09:39:00,0 days 00:03:00,
387,-972,196444,196482,178.855,179.4231,,169.91899999999995,-552.1932000000149,-0.0031763160101758725,2018-01-24 09:36:00,2018-01-24 10:14:00,0 days 00:38:00,
388,-766,197224,197244,176.6401,177.34,,164.0200000000001,-536.1234000000105,-0.003962293952505691,2018-01-26 09:36:00,2018-01-26 09:56:00,0 days 00:20:00,
389,-433,197614,197619,179.79,181.0,,167.74000000000012,-523.9300000000035,-0.006730073975193429,2018-01-29 09:36:00,2018-01-29 09:41:00,0 days 00:05:00,
390,284,198004,198032,175.11,173.14,,198.64000000000013,-559.4800000000077,-0.01125007138370182,2018-01-30 09:36:00,2018-01-30 10:04:00,0 days 00:28:00,
391,939,198394,198417,178.425,177.9,,187.66999999999987,-492.97500000000537,-0.002942412778478398,2018-01-31 09:36:00,2018-01-31 09:59:00,0 days 00:23:00,
392,317,198783,199137,174.7,173.08,,191.49099999999981,-513.5399999999925,-0.009273039496279223,2018-02-01 09:36:00,2018-02-01 15:31:00,0 days 05:55:00,
393,478,199172,199181,170.96,169.94,,184.139,-487.5600000000049,-0.005966307908282675,2018-02-02 09:36:00,2018-02-02 09:45:00,0 days 00:09:00,
394,197,199562,199857,158.66,156.02,,185.04999999999987,-520.0799999999973,-0.01663935459473076,2018-02-05 09:36:00,2018-02-05 14:31:00,0 days 04:55:00,
395,78,199952,200336,141.87,153.12,135.03,206.7299999999999,877.5,0.0792979488263903,2018-02-06 09:36:00,2018-02-06 16:00:00,0 days 06:24:00,
396,-429,200342,200344,152.5,153.66,,133.24000000000012,-497.6399999999985,-0.0076065573770491834,2018-02-07 09:36:00,2018-02-07 09:38:00,0 days 00:02:00,
397,-447,200732,201097,148.805,134.58,150.14,134.58,6358.574999999997,0.09559490608514498,2018-02-08 09:36:00,2018-02-08 15:41:00,0 days 06:05:00,
398,719,201122,201124,135.81,134.95,,156.1600000000002,-618.3400000000098,-0.0063323761136883094,2018-02-09 09:36:00,2018-02-09 09:38:00,0 days 00:02:00,
399,400,201512,201536,141.66,140.25,,156.3901,-563.9999999999986,-0.009953409572215133,2018-02-12 09:36:00,2018-02-12 10:00:00,0 days 00:24:00,
400,505,201902,201902,141.5,140.6,,160.13000000000002,-454.50000000000284,-0.006360424028268641,2018-02-13 09:36:00,2018-02-13 09:36:00,0 days 00:00:00,
401,398,202291,202675,144.5,153.93,143.17,163.39000000000024,3753.1400000000026,0.06525951557093435,2018-02-14 09:36:00,2018-02-14 16:00:00,0 days 06:24:00,
402,-335,202681,202696,156.52,158.14,,140.15,-542.699999999992,-0.010350115001277693,2018-02-15 09:36:00,2018-02-15 09:51:00,0 days 00:15:00,
403,544,203071,203306,161.9899,160.78,,173.2790000000001,-658.1856000000025,-0.0074689841774086,2018-02-16 09:36:00,2018-02-16 13:31:00,0 days 03:55:00,
404,381,203461,203845,159.8135,161.143,158.27,174.21999999999997,506.53949999999844,0.00831907191820469,2018-02-20 09:36:00,2018-02-20 16:00:00,0 days 06:24:00,
405,526,203851,204186,163.87,162.625,,178.61000000000013,-654.8700000000024,-0.0075974858119240984,2018-02-21 09:36:00,2018-02-21 15:11:00,0 days 05:35:00,
406,409,204241,204257,163.04,161.6888,,177.39200000000022,-552.6408000000024,-0.00828753680078509,2018-02-22 09:36:00,2018-02-22 09:52:00,0 days 00:16:00,
407,512,204631,204645,163.76,162.54,,174.58,-624.6399999999994,-0.007449926722032263,2018-02-23 09:36:00,2018-02-23 09:50:00,0 days 00:14:00,
408,478,205021,205405,172.66,175.44,171.435,182.59500000000006,1328.8400000000006,0.016101007760917385,2018-02-26 09:36:00,2018-02-26 16:00:00,0 days 06:24:00,
409,-528,205411,205449,175.43,176.48,,164.9600000000001,-554.399999999991,-0.005985293279370696,2018-02-27 09:36:00,2018-02-27 10:14:00,0 days 00:38:00,
410,-717,205801,205820,172.0,172.7799,,163.8639,-559.1882999999984,-0.004534302325581274,2018-02-28 09:36:00,2018-02-28 09:55:00,0 days 00:19:00,
411,457,206191,206192,167.5699,166.26,,187.53,-598.6242999999995,-0.007817036353187534,2018-03-01 09:36:00,2018-03-01 09:37:00,0 days 00:01:00,
412,289,206581,206586,154.0222,152.1966,,181.31400000000008,-527.5984000000025,-0.011852836798851185,2018-03-02 09:36:00,2018-03-02 09:41:00,0 days 00:05:00,
413,421,206971,206978,161.5,160.15,,177.40000000000003,-568.3499999999976,-0.008359133126934926,2018-03-05 09:36:00,2018-03-05 09:43:00,0 days 00:07:00,
414,780,207361,207361,170.54,169.6571,,179.69899999999984,-688.6619999999829,-0.005177084554943034,2018-03-06 09:36:00,2018-03-06 09:36:00,0 days 00:00:00,
415,339,207751,207906,167.22,165.62,,186.858,-542.399999999998,-0.009568233464896547,2018-03-07 09:36:00,2018-03-07 12:11:00,0 days 02:35:00,
416,501,208141,208170,173.65,172.52,,183.62,-566.1299999999977,-0.006507342355312362,2018-03-08 09:36:00,2018-03-08 10:05:00,0 days 00:29:00,
417,-941,208531,208547,177.32,177.88,,169.6000000000002,-526.9600000000021,-0.0031581321903901838,2018-03-09 09:36:00,2018-03-09 09:52:00,0 days 00:16:00,
418,-831,208921,208922,185.05,185.65,,176.5009999999998,-498.59999999999525,-0.0032423669278573986,2018-03-12 09:36:00,2018-03-12 09:37:00,0 days 00:01:00,
419,589,209311,209336,189.67,188.86,,194.6689999999998,-477.08999999998457,-0.004270575209574412,2018-03-13 09:36:00,2018-03-13 10:01:00,0 days 00:25:00,
420,-381,209701,210084,181.028,178.8517,182.53,165.7399000000001,829.1702999999991,0.012021897165079398,2018-03-14 09:36:00,2018-03-14 16:00:00,0 days 06:24:00,
421,-579,210090,210145,178.7434,179.79,,168.8030000000001,-605.9813999999906,-0.005855321091575938,2018-03-15 09:36:00,2018-03-15 10:31:00,0 days 00:55:00,
422,1156,210478,210577,179.57,179.0991,,190.56899999999996,-544.3604000000004,-0.0026223756752241645,2018-03-16 09:36:00,2018-03-16 11:15:00,0 days 01:39:00,
423,-296,210864,211248,170.65,165.8635,172.49,151.31099999999978,1416.8040000000053,0.028048637562262058,2018-03-19 09:36:00,2018-03-19 16:00:00,0 days 06:24:00,
424,541,211254,211257,166.69,165.73,,174.4300000000001,-519.3600000000043,-0.005759193712880251,2018-03-20 09:36:00,2018-03-20 09:39:00,0 days 00:03:00,
425,616,211644,211645,166.2901,165.49,,176.25999999999982,-492.86159999999154,-0.00481147103766244,2018-03-21 09:36:00,2018-03-21 09:37:00,0 days 00:01:00,
426,421,212033,212105,158.62,157.42,,170.78110000000007,-505.2000000000072,-0.007565250283697034,2018-03-22 09:36:00,2018-03-22 10:48:00,0 days 01:12:00,
427,389,212423,212427,153.5275,152.13,,174.08100000000002,-543.6275000000031,-0.009102603768054607,2018-03-23 09:36:00,2018-03-23 09:40:00,0 days 00:04:00,
428,473,212813,212849,150.1,148.98,,163.22000000000023,-529.7600000000022,-0.007461692205196546,2018-03-26 09:36:00,2018-03-26 10:12:00,0 days 00:36:00,
429,-264,213203,213587,157.96,140.51,159.89,137.04000000000025,4606.800000000005,0.11047100531780207,2018-03-27 09:36:00,2018-03-27 16:00:00,0 days 06:24:00,
430,462,213593,213594,139.27,138.0801,,164.04400000000018,-549.7338000000105,-0.008543835714798775,2018-03-28 09:36:00,2018-03-28 09:37:00,0 days 00:01:00,
431,-448,213983,214052,138.3,139.65,,122.30999999999986,-604.7999999999975,-0.009761388286334105,2018-03-29 09:36:00,2018-03-29 10:45:00,0 days 01:09:00,
432,415,214373,214383,141.1623,139.74,,157.36319999999995,-590.2544999999911,-0.010075636341997707,2018-04-02 09:36:00,2018-04-02 09:46:00,0 days 00:10:00,
433,-415,214763,214767,133.75,135.099,,118.8008000000001,-559.8349999999957,-0.010085981308411096,2018-04-03 09:36:00,2018-04-03 09:40:00,0 days 00:04:00,
434,173,215153,215537,130.3024,142.8708,127.201,159.59000000000003,2174.3331999999996,0.09645562936676533,2018-04-04 09:36:00,2018-04-04 16:00:00,0 days 06:24:00,
435,335,215543,215547,146.75,145.05,,162.21999999999983,-569.4999999999961,-0.011584327086882396,2018-04-05 09:36:00,2018-04-05 09:40:00,0 days 00:04:00,
436,253,215933,216005,141.1,138.81,,163.5,-579.369999999998,-0.01622962437987241,2018-04-06 09:36:00,2018-04-06 10:48:00,0 days 01:12:00,
437,518,216323,216326,137.41,136.4401,,148.099,-502.4081999999977,-0.007058438250491239,2018-04-09 09:36:00,2018-04-09 09:39:00,0 days 00:03:00,
438,-332,216713,216776,141.8,143.32,,125.38300000000004,-504.63999999999396,-0.01071932299012679,2018-04-10 09:36:00,2018-04-10 10:39:00,0 days 01:03:00,
439,503,217103,217451,143.5,142.45,,163.22,-528.1500000000058,-0.007317073170731825,2018-04-11 09:36:00,2018-04-11 15:24:00,0 days 05:48:00,
440,833,217493,217877,145.6226,147.65,144.99,154.329,1688.8242,0.013922289534728849,2018-04-12 09:36:00,2018-04-12 16:00:00,0 days 06:24:00,
441,-834,218273,218431,148.17,148.71,,140.3499999999999,-450.36000000001707,-0.003644462441789953,2018-04-16 09:36:00,2018-04-16 12:14:00,0 days 02:38:00,
442,-1187,218663,218667,152.73,153.19,,144.32999999999996,-546.0200000000094,-0.0030118509788517045,2018-04-17 09:36:00,2018-04-17 09:40:00,0 days 00:04:00,
443,908,219053,219057,158.5511,157.96,,168.4547999999998,-536.7187999999846,-0.003728135597923843,2018-04-18 09:36:00,2018-04-18 09:40:00,0 days 00:04:00,
444,-673,219443,219482,156.4962,157.3,,147.80499999999995,-540.957400000016,-0.0051362269499197755,2018-04-19 09:36:00,2018-04-19 10:15:00,0 days 00:39:00,
445,-368,219833,220216,152.45,147.39,153.9988,140.57200000000023,1862.0800000000008,0.0331912102328632,2018-04-20 09:36:00,2018-04-20 16:00:00,0 days 06:24:00,
446,-830,220222,220296,149.02,149.84,,140.38000000000005,-680.5999999999943,-0.0055026170983760725,2018-04-23 09:36:00,2018-04-23 10:50:00,0 days 01:14:00,
447,-516,220612,220622,147.7752,148.779,,139.04,-517.9607999999918,-0.00679275006902369,2018-04-24 09:36:00,2018-04-24 09:46:00,0 days 00:10:00,
448,-646,221002,221089,137.02,137.92,,130.19000000000003,-581.3999999999853,-0.00656838417749217,2018-04-25 09:36:00,2018-04-25 11:03:00,0 days 01:27:00,
449,-583,221392,221420,142.565,143.51,,129.49999999999997,-550.9349999999961,-0.00662855539578433,2018-04-26 09:36:00,2018-04-26 10:04:00,0 days 00:28:00,
450,-322,221782,222166,151.0202,146.9,152.65,137.41999999999987,1326.7043999999944,0.027282443010934854,2018-04-27 09:36:00,2018-04-27 16:00:00,0 days 06:24:00,
451,-557,222172,222177,147.1343,148.1152,,137.398,-546.3612999999951,-0.006666698383721581,2018-04-30 09:36:00,2018-04-30 09:41:00,0 days 00:05:00,
452,674,222562,222565,142.45,141.81,,153.20000000000002,-431.3599999999908,-0.004492804492804425,2018-05-01 09:36:00,2018-05-01 09:39:00,0 days 00:03:00,
453,-394,222951,222985,147.58,148.97,,135.02900000000008,-547.6599999999946,-0.00941862040926944,2018-05-02 09:36:00,2018-05-02 10:10:00,0 days 00:34:00,
454,-483,223341,223357,142.66,143.801,,133.41000000000017,-551.1029999999957,-0.00799803729146209,2018-05-03 09:36:00,2018-05-03 09:52:00,0 days 00:16:00,
455,561,223731,224115,144.08,153.03,143.18,155.40249999999995,5020.949999999993,0.06211826762909478,2018-05-04 09:36:00,2018-05-04 16:00:00,0 days 06:24:00,
456,474,224121,224505,156.54,157.13,155.38,166.1765000000001,279.6600000000016,0.0037690047272262994,2018-05-07 09:36:00,2018-05-07 16:00:00,0 days 06:24:00,
457,633,224511,224512,156.9,156.0,,166.20100000000008,-569.7000000000036,-0.005736137667304075,2018-05-08 09:36:00,2018-05-08 09:37:00,0 days 00:01:00,
458,641,224901,224905,158.0762,157.2,,169.0700000000002,-561.6442000000073,-0.005542896400596797,2018-05-09 09:36:00,2018-05-09 09:40:00,0 days 00:04:00,
459,-822,225291,225292,163.41,164.0,,154.71800000000007,-484.9800000000028,-0.0036105501499297254,2018-05-10 09:36:00,2018-05-10 09:37:00,0 days 00:01:00,
460,900,225681,225687,166.34,165.78,,175.39600000000004,-504.00000000000205,-0.0033665985331249315,2018-05-11 09:36:00,2018-05-11 09:42:00,0 days 00:06:00,
461,911,226071,226294,168.2299,167.55,,176.65249999999995,-619.3888999999773,-0.00404149321850622,2018-05-14 09:36:00,2018-05-14 13:19:00,0 days 03:43:00,
462,-327,226461,226845,161.88,161.71,163.54,142.49000000000007,55.58999999999591,0.0010501606127995,2018-05-15 09:36:00,2018-05-15 16:00:00,0 days 06:24:00,
463,799,227241,227247,163.5,162.76,,172.44000000000005,-591.2600000000073,-0.0045259938837921565,2018-05-17 09:36:00,2018-05-17 09:42:00,0 days 00:06:00,
464,-626,227630,227636,160.7,161.579,,154.0299999999999,-550.254000000012,-0.005469819539514642,2018-05-18 09:36:00,2018-05-18 09:42:00,0 days 00:06:00,
465,394,228020,228119,165.4,163.98,,182.4299000000001,-559.4800000000063,-0.008585247883917901,2018-05-21 09:36:00,2018-05-21 11:15:00,0 days 01:39:00,
466,1053,228410,228421,165.49,164.99,,171.18999999999994,-526.5,-0.0030213305939935653,2018-05-22 09:36:00,2018-05-22 09:47:00,0 days 00:11:00,
467,734,228800,229184,159.13,166.32,158.54,167.74999999999994,5277.459999999998,0.04518318356061091,2018-05-23 09:36:00,2018-05-23 16:00:00,0 days 06:24:00,
468,2188,229190,229199,55.5073,55.2377,,58.323000000000064,-589.8848000000089,-0.00485701880653544,2018-05-24 09:36:00,2018-05-24 09:45:00,0 days 00:09:00,
469,-1052,229580,229593,55.12,55.66,,52.120000000000026,-568.0799999999991,-0.009796806966618332,2018-05-25 09:36:00,2018-05-25 09:49:00,0 days 00:13:00,
470,-1272,229970,229977,54.6173,55.0522,,51.08800000000004,-553.1927999999987,-0.007962678491979736,2018-05-29 09:36:00,2018-05-29 09:43:00,0 days 00:07:00,
471,1989,230750,230823,56.03,55.77,,59.663,-517.139999999996,-0.004640371229698292,2018-05-31 09:36:00,2018-05-31 10:49:00,0 days 01:13:00,
472,2627,231140,231349,56.88,58.460000000000036,56.65,58.460000000000036,4150.660000000089,0.027777777777778345,2018-06-01 09:36:00,2018-06-01 13:05:00,0 days 03:29:00,
473,1473,231530,231913,59.228,59.98,58.8189,63.432500000000026,1107.695999999993,0.01269669750793545,2018-06-04 09:36:00,2018-06-04 16:00:00,0 days 06:24:00,
474,-2747,231919,231935,60.395,60.59,,56.56999999999997,-535.6650000000008,-0.003228744101333003,2018-06-05 09:36:00,2018-06-05 09:52:00,0 days 00:16:00,
475,-1361,232699,233083,61.2598,60.16,61.72,57.68000000000001,1496.8278000000025,0.017953045880006124,2018-06-07 09:36:00,2018-06-07 16:00:00,0 days 06:24:00,
476,-1979,233089,233094,59.22,59.5102,,55.74800000000002,-574.3057999999974,-0.004900371496116218,2018-06-08 09:36:00,2018-06-08 09:41:00,0 days 00:05:00,
477,2100,233479,233862,60.2502,60.6549,59.96,62.7495,849.8699999999964,0.006716990151069968,2018-06-11 09:36:00,2018-06-11 16:00:00,0 days 06:24:00,
478,2681,233868,233884,61.08,60.85,,64.28,-616.6299999999916,-0.0037655533726259627,2018-06-12 09:36:00,2018-06-12 09:52:00,0 days 00:16:00,
479,2441,234257,234531,61.92,61.68,,63.795999999999985,-585.8400000000048,-0.003875968992248069,2018-06-13 09:36:00,2018-06-13 14:10:00,0 days 04:34:00,
480,1286,234647,235031,62.64,63.35,62.21,66.88000000000002,913.0600000000011,0.011334610472541584,2018-06-14 09:36:00,2018-06-14 16:00:00,0 days 06:24:00,
481,-1694,235037,235083,62.37,62.74,,57.17779999999997,-626.7800000000077,-0.005932339265672715,2018-06-15 09:36:00,2018-06-15 10:22:00,0 days 00:46:00,
482,-1292,235427,235436,61.0899,61.54,,56.67000000000002,-581.5291999999988,-0.007367830034097356,2018-06-18 09:36:00,2018-06-18 09:45:00,0 days 00:09:00,
483,939,235817,235846,60.82,60.16,,67.69,-619.7400000000034,-0.010851693521867878,2018-06-19 09:36:00,2018-06-19 10:05:00,0 days 00:29:00,
484,2289,236207,236263,63.06,62.8,,66.26,-595.1400000000117,-0.004123057405645447,2018-06-20 09:36:00,2018-06-20 10:32:00,0 days 00:56:00,
485,-2562,236597,236981,63.75,61.6603,63.99,61.15999999999995,5353.811400000001,0.03277960784313727,2018-06-21 09:36:00,2018-06-21 16:00:00,0 days 06:24:00,
486,-1285,236987,237371,61.87,61.13,62.38,56.77999999999995,950.8999999999934,0.011960562469694458,2018-06-22 09:36:00,2018-06-22 16:00:00,0 days 06:24:00,
487,1763,237377,237378,59.75,59.35,,64.11900000000001,-705.1999999999975,-0.006694560669456062,2018-06-25 09:36:00,2018-06-25 09:37:00,0 days 00:01:00,
488,-1008,237767,237775,57.38,58.04,,53.482000000000035,-665.2799999999966,-0.011502265597769235,2018-06-26 09:36:00,2018-06-26 09:44:00,0 days 00:08:00,
489,-3361,238157,238158,58.51,58.7,,55.409999999999975,-638.5900000000163,-0.003247308152452666,2018-06-27 09:36:00,2018-06-27 09:37:00,0 days 00:01:00,
490,1580,238547,238559,55.4699,55.08,,59.18200000000004,-616.0420000000069,-0.0070290373698168596,2018-06-28 09:36:00,2018-06-28 09:48:00,0 days 00:12:00,
491,2244,238937,239137,57.91,57.641,,61.37800000000004,-603.6359999999963,-0.004645139008806698,2018-06-29 09:36:00,2018-06-29 12:56:00,0 days 03:20:00,
492,-1538,239717,239921,58.66,56.457,59.08,53.87700000000003,3388.2139999999936,0.03755540402318436,2018-07-03 09:36:00,2018-07-03 13:00:00,0 days 03:24:00,
493,4086,239928,239928,57.613,57.45,,60.414999999999964,-666.0179999999865,-0.0028292225712945873,2018-07-05 09:36:00,2018-07-05 09:36:00,0 days 00:00:00,
494,-2719,240318,240318,58.74,58.95,,54.412000000000006,-570.9900000000023,-0.003575076608784533,2018-07-06 09:36:00,2018-07-06 09:36:00,0 days 00:00:00,
495,2211,240708,240726,62.33,62.04,,64.72000000000004,-641.1899999999981,-0.0046526552222043716,2018-07-09 09:36:00,2018-07-09 09:54:00,0 days 00:18:00,
496,-1814,241098,241159,62.79,63.1199,,59.07099999999999,-598.4386000000038,-0.005254021340977966,2018-07-10 09:36:00,2018-07-10 10:37:00,0 days 01:01:00,
497,1004,241488,241872,61.93,62.0,61.29,68.67640000000003,70.28000000000029,0.0011303084127241014,2018-07-11 09:36:00,2018-07-11 16:00:00,0 days 06:24:00,
498,1937,241878,242262,62.96,65.07,62.64,65.75699999999996,4087.069999999985,0.033513341804320085,2018-07-12 09:36:00,2018-07-12 16:00:00,0 days 06:24:00,
499,3047,242268,242271,65.29,65.07,,68.09000000000002,-670.3400000000398,-0.0033695818655232745,2018-07-13 09:36:00,2018-07-13 09:39:00,0 days 00:03:00,
500,2250,242658,242668,65.53,65.25,,69.04499999999994,-630.0000000000025,-0.004272852128796023,2018-07-16 09:36:00,2018-07-16 09:46:00,0 days 00:10:00,
501,1334,243048,243432,63.27,66.07,62.78,68.17260000000002,3735.1999999999866,0.0442547810968863,2018-07-17 09:36:00,2018-07-17 16:00:00,0 days 06:24:00,
502,-3545,243438,243822,65.99,65.72,66.186,63.5299999999999,957.1499999999859,0.004091529019548346,2018-07-18 09:36:00,2018-07-18 16:00:00,0 days 06:24:00,
503,1408,243828,243845,65.3501,64.84,,70.43999999999991,-718.2207999999919,-0.007805649876587717,2018-07-19 09:36:00,2018-07-19 09:53:00,0 days 00:17:00,
504,-1884,244218,244243,65.0284,65.36,,61.58999999999996,-624.7343999999898,-0.00509931045512424,2018-07-20 09:36:00,2018-07-20 10:01:00,0 days 00:25:00,
505,1902,245388,245772,66.36,68.56,65.9669,70.26100000000004,4184.400000000005,0.03315250150693183,2018-07-25 09:36:00,2018-07-25 16:00:00,0 days 06:24:00,
506,1628,245778,245790,66.24,65.78,,73.02000000000002,-748.8799999999899,-0.006944444444444309,2018-07-26 09:36:00,2018-07-26 09:48:00,0 days 00:12:00,
507,-1648,246168,246350,66.48,63.05999999999996,66.9,63.05999999999996,5636.160000000073,0.05144404332130026,2018-07-27 09:36:00,2018-07-27 12:38:00,0 days 03:02:00,
508,-1111,246558,246942,62.28,60.28,63.0131,56.478999999999985,2222.0,0.03211303789338471,2018-07-30 09:36:00,2018-07-30 16:00:00,0 days 06:24:00,
509,1017,246948,246964,61.65,60.84,,67.82999999999998,-823.7699999999951,-0.0131386861313868,2018-07-31 09:36:00,2018-07-31 09:52:00,0 days 00:16:00,
510,1314,247338,247508,62.17,61.555,,69.69999999999997,-808.1100000000026,-0.009892230979572147,2018-08-01 09:36:00,2018-08-01 12:26:00,0 days 02:50:00,
